Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
157,Three Floyds Brewing Company,Dreadnaught IPA,American Double / Imperial IPA,9.50%,4.4,5906,10
158,Perennial Artisan Ales,Abraxas,American Double / Imperial Stout,10.00%,4.4,2255,90
159,Fremont Brewing Company,Bourbon Barrel Aged Dark Star Oatmeal Stout,Oatmeal Stout,14.50%,4.4,346,135
160,New England Brewing Company,Coriolis,American Double / Imperial IPA,8.20%,4.39,496,147
161,Hair of the Dog Brewing Company / Brewery and Tasting Room,Matt,American Strong Ale,11.50%,4.39,820,82
162,J. Wakefield Brewing,Dragon Fruit Passion Fruit Berliner,Berliner Weissbier,3.50%,4.39,260,120
163,Bottle Logic Brewing,Ground State - 2nd Anniversary Beer,American Double / Imperial Stout,12.50%,4.39,327,146
164,Sante Adairius Rustic Ales,West Ashley,American Wild Ale,7.30%,4.39,887,172
165,Toppling Goliath Brewing Company,XHOPS (Gold Label),American Pale Ale (APA),5.30%,4.39,377,163
166,Lagunitas Brewing Company,Born Yesterday Pale Ale,American Pale Ale (APA),6.50%,4.39,1802,102
167,Tree House Brewing Company,Triple Shot,American Double / Imperial Stout,9.00%,4.39,245,88
168,Bottle Logic Brewing,Leche Borracho,American Double / Imperial Stout,11.00%,4.39,191,118
169,Pipeworks Brewing Company,Spotted Puffer,American Double / Imperial IPA,9.50%,4.39,283,127
170,Other Half Brewing Company,All Green Everything,American Double / Imperial IPA,10.50%,4.39,903,20
171,Alpine Beer Company,Great,American Barleywine,14.00%,4.39,641,42
172,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00%,4.39,1501,32
173,Noble Ale Works,Citra Showers,American Double / Imperial IPA,8.80%,4.39,450,154
174,Sante Adairius Rustic Ales,Westly,American Wild Ale,8.50%,4.39,211,92
175,Willoughby Brewing,Nut Smasher,American Double / Imperial Stout,11.00%,4.39,274,141
176,Sante Adairius Rustic Ales,Saison Bernice,Saison / Farmhouse Ale,6.50%,4.39,793,161
177,Trillium Brewing Company,Double Dry Hopped Scaled,American IPA,7.00%,4.39,482,153
178,Brasserie Dieu du Ciel!,P‚ch‚ Mortel,American Double / Imperial Stout,9.50%,4.39,4950,11
179,de Garde Brewing,Nectarine Premiere,Saison / Farmhouse Ale,7.10%,4.39,130,67
180,Surly Brewing Company,Darkness - High West Rye Whiskey Barrel Aged (2015),Russian Imperial Stout,12.00%,4.39,314,125
181,Stone Brewing,Stone Enjoy By IPA,American Double / Imperial IPA,9.40%,4.39,10452,6
182,Trillium Brewing Company,Scaled Up,American Double / Imperial IPA,8.00%,4.38,488,160
183,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81%,4.38,2006,87
184,SingleCut Beersmiths,Softly Spoken Magic Spells,American Double / Imperial IPA,8.60%,4.38,418,184
185,Brouwerij Drie Fonteinen,Drie Fonteinen Hommage,Lambic - Fruit,6.00%,4.38,809,50
186,Jester King Brewery,Montmorency Vs Balaton,American Wild Ale,6.70%,4.38,627,137
187,Hill Farmstead Brewery,Edward,American Pale Ale (APA),5.20%,4.38,2512,109
188,Side Project Brewing,Saison Du Fermier,Saison / Farmhouse Ale,7.00%,4.38,602,127
189,4 Hands Brewing Company,Madagascar,Milk / Sweet Stout,9.30%,4.38,597,154
190,Stone Brewing,Stone Enjoy By Unfiltered IPA,American Double / Imperial IPA,9.40%,4.38,1053,70
191,Cascade Brewing / Raccoon Lodge & Brewpub,Cascade Sang Noir,American Wild Ale,9.50%,4.38,1564,69
192,The Lone Pint Brewery,Yellow Rose,American IPA,6.80%,4.38,1518,59
193,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00%,4.38,13407,61
194,Avery Brewing Company,Callipygian,American Double / Imperial Stout,17.10%,4.38,263,147
195,de Garde Brewing,The Broken Truck,Gueuze,5.00%,4.38,111,53
196,Kane Brewing Company,Mexican Brunch,American Porter,9.20%,4.37,156,56
197,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00%,4.37,1286,121
198,Grimm Artisanal Ales,Tesseract,American Double / Imperial IPA,8.00%,4.37,407,155
199,Alpine Beer Company,Nelson,American IPA,7.00%,4.37,4002,173
200,Logsdon Farmhouse Ales,Peche 'n Brett,Saison / Farmhouse Ale,10.00%,4.37,1218,43
201,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00%,4.37,3044,152
202,Buxton Brewery,Buxton / Omnipollo Yellow Belly,American Double / Imperial Stout,11.00%,4.37,192,125
203,Societe Brewing Company,The Pupil,American IPA,7.80%,4.37,859,178
204,Brasserie Dieu du Ciel!,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,American Double / Imperial Stout,9.50%,4.37,421,176
205,Trillium Brewing Company,Dialed In (w/ Sauvignon Blanc Juice),American Double / Imperial IPA,8.50%,4.37,380,138
206,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00%,4.37,6516,9
207,Kuhnhenn Brewing Company,Kuhnhenn Raspberry Eisbock,Eisbock,15.50%,4.37,1221,131
208,Pipeworks Brewing Company,Sure Bet,American Double / Imperial IPA,9.50%,4.37,496,150
209,Hill Farmstead Brewery,Aaron,English Barleywine,BreweryEnglish,4.36,315,96
210,Grimm Artisanal Ales,Lumen,American IPA,6.40%,4.36,238,122
211,The Bruery,Grey Monday,American Double / Imperial Stout,19.50%,4.36,1626,35
212,Trillium Brewing Company,Double Dry Hopped Melcher Street,American IPA,7.30%,4.36,652,163
213,Hangar 24 Brewery,Pugachev Royale,Russian Imperial Stout,14.80%,4.36,157,73
214,Lift Bridge Brewery,Barrel-Aged Silhouette,Russian Imperial Stout,10.00%,4.36,322,115
215,Westbrook Brewing Company,Mexican Cake,American Double / Imperial Stout,10.50%,4.36,2573,101
216,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00%,4.36,1066,68
217,The Lost Abbey,Box Set Track #10 - Bat Out Of Hell,American Double / Imperial Stout,13.50%,4.36,917,28
218,Jackie O's Pub & Brewery,Bourbon Barrel Black Maple,American Porter,11.00%,4.36,839,176
219,Hill Farmstead Brewery,Damon (Bourbon Barrel Aged),Russian Imperial Stout,10.50%,4.36,638,176
220,Clown Shoes,Breakfast Exorcism,American Double / Imperial Stout,11.00%,4.36,309,138
221,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90%,4.36,886,26
222,Heist Brewery,Citraquench'l,American IPA,6.70%,4.36,62,53
223,Lagunitas Brewing Company,ScareCity #3: High West-ified Imperial Coffee Stout,American Double / Imperial Stout,12.10%,4.36,1299,55
224,New Glarus Brewing Company,Wisconsin Belgian Red,Fruit / Vegetable Beer,4.00%,4.35,3452,187
225,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,17.10%,4.35,2487,116
226,Fremont Brewing Company,Bourbon Abominable Winter Ale,American Strong Ale,14.00%,4.35,997,44
227,Peg's Cantina & Brew Pub,Hazelnut,American Double / Imperial Stout,Imperial,4.35,100,46
228,New England Brewing Company,Locust Reign,American Double / Imperial IPA,8.50%,4.35,272,104
229,Three Floyds Brewing Company,French Vanilla Militia,Russian Imperial Stout,Imperial,4.35,80,56
230,New Glarus Brewing Company,Serendipity,Fruit / Vegetable Beer,4.00%,4.35,2730,91
231,La Cumbre Brewing Company,Project Dank,American IPA,7.50%,4.35,777,183
232,Live Oak Brewing Company,Live Oak HefeWeizen,Hefeweizen,5.20%,4.35,1516,128
233,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00%,4.35,6592,5
234,Deschutes Brewery,The Abyss (Rye Whiskey Barrel-Aged),American Double / Imperial Stout,13.20%,4.35,296,148
235,Hill Farmstead Brewery,Birth Of Tragedy,American Porter,9.00%,4.34,1112,47
236,The Bruery,Mocha Wednesday,American Double / Imperial Stout,19.20%,4.34,1201,22
237,Hill Farmstead Brewery,What Is Enlightenment?,American Pale Ale (APA),5.40%,4.34,867,18
238,Grimm Artisanal Ales,Lambo Door,American Double / Imperial IPA,8.00%,4.34,385,167
239,Minneapolis Town Hall Brewery,Masala Mama India Pale Ale,American IPA,6.00%,4.34,1350,159
240,Firestone Walker Brewing Company,Bretta Ros‚,Berliner Weissbier,5.30%,4.34,690,165
241,Olde Hickory Brewery,The Event Horizon,American Double / Imperial Stout,8.50%,4.34,1701,94
242,Stone Brewing,Stone Imperial Russian Stout,Russian Imperial Stout,10.60%,4.34,8261,63
243,Hill Farmstead Brewery,Genealogy Of Morals (Bourbon Barrel Aged),American Double / Imperial Stout,10.70%,4.34,471,130
244,Founders Brewing Company,Founders Imperial Stout,Russian Imperial Stout,10.50%,4.34,7650,13
245,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,8.10%,4.34,1213,35
246,Prairie Artisan Ales,Birthday Bomb!,American Double / Imperial Stout,13.00%,4.33,598,22
247,Pipeworks Brewing Company,Pipeworks / 4 Hands Emerald Grouper,American Double / Imperial IPA,9.50%,4.33,721,161
248,Midnight Sun Brewing Company,Arctic Devil Barley Wine,English Barleywine,13.20%,4.33,1311,114
249,New Glarus Brewing Company,Raspberry Tart,Fruit / Vegetable Beer,4.00%,4.33,3740,180
250,North Coast Brewing Company,Old Stock Cellar Reserve (Aged In Bourbon Barrels),Old Ale,13.16%,4.33,1052,112
