"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"SingleCut Beersmiths",167,"Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,544,25,"19-33 37th St","","Queens","NY","11105"
"Societe Brewing Company",220,"The Pupil","American IPA","7.80%",4.36,871,178,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
"Stone Brewing",235,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1241,75,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",122,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1136,43,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",187,"Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10524,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",83,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4451,180,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",87,"Todd The Axe Man","American IPA","7.20%",4.46,2119,106,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",143,"Darkness","Russian Imperial Stout","10.30%",4.41,3694,172,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",8,"Heady Topper","American Double / Imperial IPA","8.00%",4.66,12920,57,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",22,"Focal Banger","American IPA","7.00%",4.56,2663,97,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",81,"Crusher","American Double / Imperial IPA","9.60%",4.47,1388,41,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",145,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2593,102,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",88,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3770,153,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",244,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1248,19,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",217,"Grey Monday","American Double / Imperial Stout","19.50%",4.36,1666,32,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",195,"Yellow Rose","American IPA","6.80%",4.38,1579,65,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",48,"Duck Duck Gooze","Gueuze","7.00%",4.5,1709,85,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",219,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,974,30,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",89,"Cable Car","American Wild Ale","7.00%",4.46,961,71,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",66,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,802,55,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",38,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9809,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",170,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5934,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",181,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,111,73,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",9,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1445,91,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",113,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2778,98,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",58,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1057,178,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",20,"King Sue","American Double / Imperial IPA","8.00%",4.58,1630,55,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",193,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,156,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",61,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,3995,144,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,531,176,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",6,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1019,50,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",103,"Sosus","American Double / Imperial IPA","8.00%",4.45,1248,34,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",65,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.48,261,134,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",161,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,106,69,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1005,63,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",19,"Very Green","American Double / Imperial IPA","8.60%",4.6,499,157,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",50,"In Perpetuity","American IPA","6.70%",4.5,447,168,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",44,"Haze","American Double / Imperial IPA","8.20%",4.51,1731,77,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",5,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,509,167,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",10,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,356,156,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",32,"Doppelganger","American Double / Imperial IPA","8.20%",4.54,833,21,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",12,"Julius","American IPA","6.80%",4.62,3214,133,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",35,"Alter Ego","American IPA","6.80%",4.54,1592,72,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",14,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,504,14,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",146,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,96,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",3,"King Julius","American Double / Imperial IPA","8.30%",4.67,709,24,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",57,"Double Shot","American Stout","7.60%",4.49,791,158,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",21,"JJJuliusss","American IPA","6.80%",4.57,332,140,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",29,"Green","American IPA","7.60%",4.55,2042,89,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",191,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,732,167,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",31,"Double Dry Hopped Congress Street","American IPA","7.20%",4.54,889,15,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",180,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1264,42,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",43,"Headroom","American Double / Imperial IPA","8.00%",4.51,415,151,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",174,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.39,665,157,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",177,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.39,417,147,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",109,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,914,16,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",188,"Scaled Up","American Double / Imperial IPA","8.00%",4.38,603,170,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",72,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,132,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",125,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,769,164,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",100,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1748,51,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",179,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,560,156,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",63,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1114,20,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",209,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,345,145,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",107,"Congress Street IPA","American IPA","7.20%",4.45,1822,67,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",119,"Upper Case","American Double / Imperial IPA","9.00%",4.43,773,14,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",70,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,995,35,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",56,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1403,40,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",69,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,122,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",224,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2630,100,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",163,"Nut Smasher","American Double / Imperial Stout","11.00%",4.4,291,147,"4057 Erie Street","","Willoughby","OH","44094"
