"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Stone Brewing",121,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1137,49,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",234,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1256,83,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",186,"Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10528,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",96,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.45,4459,187,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",86,"Todd The Axe Man","American IPA","7.20%",4.46,2123,114,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",143,"Darkness","Russian Imperial Stout","10.30%",4.41,3705,179,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",22,"Focal Banger","American IPA","7.00%",4.56,2676,105,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",8,"Heady Topper","American Double / Imperial IPA","8.00%",4.65,12931,64,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",81,"Crusher","American Double / Imperial IPA","9.60%",4.47,1398,47,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",245,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1249,21,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",145,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2598,110,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",217,"Grey Monday","American Double / Imperial Stout","19.50%",4.36,1670,37,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",87,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3778,161,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",195,"Yellow Rose","American IPA","6.80%",4.38,1581,72,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",220,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,980,35,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",49,"Duck Duck Gooze","Gueuze","7.00%",4.5,1711,92,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",88,"Cable Car","American Wild Ale","7.00%",4.46,962,78,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",112,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2780,106,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",66,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,802,61,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",9,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1445,99,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",180,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,111,80,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",39,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9817,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",170,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5938,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,531,183,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",58,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1057,185,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",64,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.49,265,140,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",6,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1022,56,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",61,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,3999,150,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",192,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,164,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",20,"King Sue","American Double / Imperial IPA","8.00%",4.57,1637,63,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",104,"Sosus","American Double / Imperial IPA","8.00%",4.45,1250,39,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1005,70,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",162,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,109,75,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",5,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,510,174,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",19,"Very Green","American Double / Imperial IPA","8.60%",4.6,501,165,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",3,"King Julius","American Double / Imperial IPA","8.30%",4.67,710,29,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",35,"Alter Ego","American IPA","6.80%",4.54,1596,79,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",10,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,359,164,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",51,"In Perpetuity","American IPA","6.70%",4.5,449,175,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",57,"Double Shot","American Stout","7.60%",4.49,792,166,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",146,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,104,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",14,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,504,14,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",45,"Haze","American Double / Imperial IPA","8.20%",4.51,1743,84,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",30,"Green","American IPA","7.60%",4.55,2049,96,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",191,"Doubleganger","American Double / Imperial IPA","8.20%",4.38,56,45,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",21,"JJJuliusss","American IPA","6.80%",4.57,332,145,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",12,"Julius","American IPA","6.80%",4.62,3220,138,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",38,"Doppelganger","American Double / Imperial IPA","8.20%",4.53,843,26,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",109,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,920,18,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",176,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1273,48,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",101,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1751,58,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",44,"Headroom","American Double / Imperial IPA","8.00%",4.51,417,158,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",179,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,560,164,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",56,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1406,46,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",107,"Congress Street IPA","American IPA","7.20%",4.45,1828,74,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",160,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,674,167,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",63,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1120,23,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",208,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,346,151,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",124,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,771,171,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",70,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,999,39,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",187,"Scaled Up","American Double / Imperial IPA","8.00%",4.38,604,176,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",32,"Double Dry Hopped Congress Street","American IPA","7.20%",4.54,898,17,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",117,"Upper Case","American Double / Imperial IPA","9.00%",4.43,775,15,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",190,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,733,174,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",173,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.39,425,155,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",72,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,137,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",69,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,129,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",223,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2633,108,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",165,"Nut Smasher","American Double / Imperial Stout","11.00%",4.4,291,153,"4057 Erie Street","","Willoughby","OH","44094"
