"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Brasserie Cantillon",228,"Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1100,71,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",85,"Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1687,112,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",134,"Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1246,93,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie de Rochefort",79,"Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9044,68,"Rue de l'Abbaye 8","","Rochefort","Belgium","5580"
"Brasserie Dieu du Ciel!",183,"Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5004,11,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
"Brasserie Dieu du Ciel!",208,"Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,177,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
"Brothers Craft Brewing",41,"Resolute - Coconut","American Double / Imperial Stout","13.50%",4.52,183,133,"800 N Main St","","Harrisonburg","VA","22802"
"Brouwerij Drie Fonteinen",217,"Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,838,52,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",75,"Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.47,118,100,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",95,"Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,697,29,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",102,"Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,997,53,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",136,"Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,634,18,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Rodenbach N.V.",149,"Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1351,63,"Spanjestraat 133-141","","Roeselare","Belgium","8800"
"Brouwerij St. Bernardus NV",132,"St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9307,67,"Trappistenweg 23","","Watou","Belgium","8978"
"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)",73,"Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2095,166,"Donkerstraat 12","","Westvleteren","Belgium","8640"
"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)",15,"Trappist Westvleteren 12 (XII)","Quadrupel (Quad)","10.20%",4.61,6160,12,"Donkerstraat 12","","Westvleteren","Belgium","8640"
"Buxton Brewery",234,"Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,273,146,"Staden Business Park","","Buxton","UK","SK17 9RZ"
"Cascade Brewing / Raccoon Lodge & Brewpub",193,"Cascade Sang Noir","American Wild Ale","9.50%",4.38,1601,72,"7424 SW Beaverton-Hillsdale Hwy","","Portland","OR","97225"
"Cigar City Brewing",108,"Decoherence","American Double / Imperial Stout","12.90%",4.44,166,89,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",101,"Caffè Americano","American Double / Imperial Stout","11.00%",4.45,946,27,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",7,"Hunahpu's Imperial Stout - Double Barrel Aged","American Double / Imperial Stout","11.00%",4.66,1331,30,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",49,"Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,3999,162,"3924 W Spruce St","","Tampa","FL","33607"
"Clown Shoes",223,"Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,137,"23 Hayward St.","","Ipswich","MA","1938"
"Columbus Brewing Company",126,"Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1402,58,"2555 Harrison Rd","","Columbus","OH","43204"
"Dark Horse Brewing Company",82,"Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3051,124,"511 South Kalamazoo Street","","Marshall","MI","49068"
"de Garde Brewing",117,"The Broken Truck","Gueuze","5.00%",4.43,140,78,"6000 Blimp Blvd","","Tillamook","OR","97141"
"de Garde Brewing",122,"Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.43,182,86,"6000 Blimp Blvd","","Tillamook","OR","97141"
"Deschutes Brewery",70,"The Abyss","American Double / Imperial Stout","12.20%",4.48,6848,13,"901 SW Simpson Ave","","Bend","OR","97702"
"Evil Twin Brewing",84,"Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,584,157,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
"Evil Twin Brewing",120,"Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1538,35,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
"Fat Head's Brewery & Saloon",143,"Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1968,83,"24581 Lorain Rd.","","North Olmstead","OH","44070"
"Fiddlehead Brewing Company",158,"Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1669,56,"6305 Shelburne Rd","","Shelburne","VT","5482"
"Fiddlehead Brewing Company",236,"Mastermind","American Double / Imperial IPA","8.10%",4.35,1310,40,"6305 Shelburne Rd","","Shelburne","VT","5482"
"FiftyFifty Brewing Company",133,"Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.42,1844,94,"11197 Brockway Rd","","Truckee","CA","96161"
"Firestone Walker Brewing Company",98,"§ucaba","English Barleywine","12.50%",4.45,4926,174,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",36,"Parabola","Russian Imperial Stout","14.00%",4.53,6238,4,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",127,"Stickee Monkee","Quadrupel (Quad)","12.00%",4.42,2297,85,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",93,"Parabajava","Russian Imperial Stout","14.00%",4.46,593,160,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Foundation Brewing Company",168,"Epiphany","American Double / Imperial IPA","8.00%",4.4,831,29,"1 Industrial Way?","","Portland","ME","4103"
"Founders Brewing Company",78,"Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16183,99,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Founders Brewing Company",13,"Founders CBS Imperial Stout","American Double / Imperial Stout","10.60%",4.62,4257,184,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Founders Brewing Company",27,"Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12002,96,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Fremont Brewing Company",128,"Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.42,408,146,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",116,"Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.43,160,103,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",67,"Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,715,179,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",160,"Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,531,144,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",232,"Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1023,50,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",97,"The Rusty Nail","American Double / Imperial Stout","13.20%",4.45,160,108,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Funky Buddha Brewery",90,"Wide Awake It's Morning","American Porter","10.00%",4.46,627,23,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",229,"Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.36,142,45,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",23,"Morning Wood","American Porter","12.00%",4.57,576,176,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",129,"Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1693,80,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",53,"Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.5,274,121,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",130,"Last Snow","American Porter","6.40%",4.42,1671,77,"1201 NE 38th St","","Oakland Park","FL","33334"
"Goose Island Beer Company",21,"Bourbon County Brand Coffee Stout","American Double / Imperial Stout","13.40%",4.57,6890,3,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",51,"Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,11919,69,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",80,"Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,4960,141,"1800 W Fulton St","","Chicago","IL","60612"
"Grimm Artisanal Ales",247,"Magnetic Compass","American IPA","6.40%",4.34,188,126,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",227,"Lumen","American IPA","6.40%",4.36,250,121,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",224,"Tesseract","American Double / Imperial IPA","8.00%",4.36,461,163,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",230,"Lambo Door","American Double / Imperial IPA","8.00%",4.36,483,183,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",138,"Afterimage","American Double / Imperial IPA","8.00%",4.41,426,163,"PO Box 150472","","Brooklyn","NY","11215"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",174,"Matt","American Strong Ale","11.50%",4.39,826,82,"61 SE Yamhill St","","Portland","OR","97214"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",111,"Adam From The Wood","Old Ale","12.00%",4.44,940,48,"61 SE Yamhill St","","Portland","OR","97214"
"Hangar 24 Brewery",211,"Pugachev Royale","Russian Imperial Stout","14.80%",4.37,173,78,"1710 Sessums Drive","","Redlands","CA","92374"
"Heist Brewery",151,"Citraquench'l","American IPA","6.70%",4.41,90,86,"2901 N Davidson St","","Charlotte","NC","28205"
"Hill Farmstead Brewery",245,"What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,872,20,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",96,"Susan","American IPA","6.20%",4.45,1751,57,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",140,"Juicy","Saison / Farmhouse Ale","7.40%",4.41,459,161,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",244,"Birth Of Tragedy","American Porter","9.00%",4.35,1132,51,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",177,"Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,157,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",207,"Aaron","English Barleywine","BreweryEnglish",4.37,321,100,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",55,"Double Citra","American Double / Imperial IPA","8.00%",4.49,1694,71,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",26,"Abner","American Double / Imperial IPA","8.20%",4.56,2516,114,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",39,"Society & Solitude #4","American Double / Imperial IPA","8.00%",4.52,1068,37,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",40,"Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1292,71,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",99,"Everett Porter","American Porter","7.50%",4.45,2564,115,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",188,"Edward","American Pale Ale (APA)","5.20%",4.38,2555,111,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",28,"Ann","Saison / Farmhouse Ale","6.50%",4.56,337,164,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",92,"Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1356,44,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",76,"Ephraim","American Double / Imperial IPA","10.00%",4.47,1008,79,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",237,"Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,505,135,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",209,"Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,657,177,"403 Hill Rd","","Greensboro Bend","VT","5842"
"J. Wakefield Brewing",150,"Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,284,125,"120 NW 24th St","","Miami","FL","33127"
"J. Wakefield Brewing",131,"Miami Madness","Berliner Weissbier","3.50%",4.42,277,123,"120 NW 24th St","","Miami","FL","33127"
"Jackie O's Pub & Brewery",154,"Oro Negro","American Double / Imperial Stout","10.00%",4.41,616,16,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",114,"Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.44,397,159,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",200,"Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.37,224,108,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",226,"Bourbon Barrel Black Maple","American Porter","11.00%",4.36,876,176,"24 W Union St","","Athens","OH","45701"
"Jester King Brewery",164,"Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,677,140,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Jester King Brewery",64,"Atrial Rubicite","American Wild Ale","5.80%",4.48,1665,41,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Kane Brewing Company",46,"Sunday Brunch","American Porter","9.20%",4.5,463,137,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kane Brewing Company",191,"Mexican Brunch","American Porter","9.20%",4.38,176,75,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kern River Brewing Company",204,"Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,320,182,"13415 Sierra Way","","Kernville","CA","93238"
"Kern River Brewing Company",32,"Citra","American Double / Imperial IPA","8.00%",4.54,1693,117,"13415 Sierra Way","","Kernville","CA","93238"
"Kuhnhenn Brewing Company",213,"Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,128,"5919 Chicago Rd","","Warren","MI","48092"
"Kuhnhenn Brewing Company",66,"Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1880,120,"5919 Chicago Rd","","Warren","MI","48092"
"La Cumbre Brewing Company",250,"Project Dank","American IPA","7.50%",4.34,790,15,"3313 Girard Blvd NE","","Albuquerque","NM","87107"
"Lagunitas Brewing Company",157,"Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2177,122,"1280 N McDowell Blvd","","Petaluma","CA","94954"
"Lawson's Finest Liquids",29,"Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4289,136,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",35,"Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.53,571,140,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",33,"Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2105,107,"Not Open to Public","","Warren","VT","5674"
"Lift Bridge Brewery",215,"Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.36,340,119,"1900 Tower Dr W","","Stillwater","MN","55082"
"Live Oak Brewing Company",241,"Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1568,127,"1615 Crozier Ln","","Del Valle","TX","78617"
"Logsdon Farmhouse Ales",205,"Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,49,"4785 Booth Hill Rd","","Hood River","OR","97031"
"Maine Beer Company",10,"Dinner","American Double / Imperial IPA","8.20%",4.63,1858,76,"525 US Route 1","","Freeport","ME","4032"
"Minneapolis Town Hall Brewery",249,"Masala Mama India Pale Ale","American IPA","6.00%",4.34,1359,155,"1430 Washington Ave S","","Minneapolis","MN","55454"
"New England Brewing Company",235,"Locust Reign","American Double / Imperial IPA","8.50%",4.35,288,113,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",91,"Fuzzy Baby Ducks IPA","American IPA","6.20%",4.46,727,172,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",148,"Coriolis","American Double / Imperial IPA","8.20%",4.41,540,152,"175 Amity Rd","","Woodbridge","CT","6525"
"New Glarus Brewing Company",238,"Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2783,90,"2400 Hwy 69","","New Glarus","WA","53574"
"New Glarus Brewing Company",233,"Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3497,186,"2400 Hwy 69","","New Glarus","WA","53574"
"Noble Ale Works",181,"Citra Showers","American Double / Imperial IPA","8.80%",4.39,477,156,"1621 S Sinclair St","","Anaheim","CA","92806"
"Other Half Brewing Company",216,"Mosaic IPA","American IPA","7.20%",4.36,347,119,"195 Centre St","","Brooklyn","NY","11231"
"Other Half Brewing Company",212,"All Green Everything","American Double / Imperial IPA","10.50%",4.37,947,25,"195 Centre St","","Brooklyn","NY","11231"
"Ozark Beer Company",77,"BDCS","American Double / Imperial Stout","10.20%",4.47,304,142,"1700 S 1st St","","Rogers","AR","72756"
"Parish Brewing Company",159,"Ghost In The Machine","American Double / Imperial IPA","8.00%",4.4,527,172,"229 Jared Dr","","Broussard","LA","70518"
"Peg's Cantina & Brew Pub",210,"Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,217,105,"Closed","","","",""
"Peg's Cantina & Brew Pub",165,"Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,264,130,"Closed","","","",""
"Peg's Cantina & Brew Pub",173,"Rare Scooop","American Double / Imperial Stout","Imperial",4.39,95,70,"Closed","","","",""
"Peg's Cantina & Brew Pub",248,"Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.34,206,92,"Closed","","","",""
"Peg's Cantina & Brew Pub",135,"Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,728,19,"Closed","","","",""
"Peg's Cantina & Brew Pub",125,"Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.42,133,78,"Closed","","","",""
"Pelican Pub & Brewery",152,"Mother Of All Storms","English Barleywine","14.00%",4.41,1905,129,"33180 Cape Kiwanda Dr.","","Pacific City","OR","97135"
"Perennial Artisan Ales",147,"Abraxas","American Double / Imperial Stout","10.00%",4.41,2340,91,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perennial Artisan Ales",19,"Barrel-Aged Abraxas","American Double / Imperial Stout","11.00%",4.6,1251,24,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perrin Brewery",105,"No Rules","American Porter","15.00%",4.44,939,59,"5910 Comstock Park Dr NW","","Comstock Park","MI","49321"
"Pipeworks Brewing Company",187,"Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,293,126,"3912 W McLean Ave","","Chicago","IL","60647"
"Pipeworks Brewing Company",195,"Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,150,"3912 W McLean Ave","","Chicago","IL","60647"
"Prairie Artisan Ales",141,"Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1389,54,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",115,"Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.44,949,42,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",94,"Prairie Pirate Bomb!","American Double / Imperial Stout","14.00%",4.45,1873,62,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",72,"BOMB!","American Double / Imperial Stout","13.00%",4.47,5619,171,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Russian River Brewing Company",54,"Supplication","American Wild Ale","7.00%",4.49,6197,7,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",18,"Pliny The Elder","American Double / Imperial IPA","8.00%",4.6,14107,98,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",139,"Temptation","American Wild Ale","7.50%",4.41,3618,1,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",89,"Beatification","American Wild Ale","5.50%",4.46,2582,143,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",156,"Consecration","American Wild Ale","10.00%",4.4,5178,2,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",4,"Pliny The Younger","American Double / Imperial IPA","10.25%",4.66,2979,180,"725 4th St","","Santa Rosa","CA","95404"
"Sante Adairius Rustic Ales",162,"Westly","American Wild Ale","8.50%",4.4,229,100,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",153,"Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,823,163,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",172,"West Ashley","American Wild Ale","7.30%",4.4,932,175,"103 Kennedy Dr","","Capitola","CA","95010"
"Side Project Brewing",219,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,39,32,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",52,"Fuzzy","American Wild Ale","8.00%",4.5,683,158,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",186,"Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,126,"7373 Marietta Ave","","Maplewood","MI","63143"
"SingleCut Beersmiths",167,"Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,536,29,"19-33 37th St","","Queens","NY","11105"
