"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"SingleCut Beersmiths",165,"Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,529,28,"19-33 37th St","","Queens","NY","11105"
"Societe Brewing Company",218,"The Pupil","American IPA","7.80%",4.36,870,186,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
"Stone Brewing",222,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1156,79,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",183,"Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10507,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",120,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1135,48,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",85,"Todd The Axe Man","American IPA","7.20%",4.46,2109,114,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",142,"Darkness","Russian Imperial Stout","10.30%",4.41,3687,180,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",82,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4437,188,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",8,"Heady Topper","American Double / Imperial IPA","8.00%",4.66,12890,66,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",92,"Crusher","American Double / Imperial IPA","9.60%",4.45,1357,41,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",24,"Focal Banger","American IPA","7.00%",4.56,2615,104,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",86,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3760,159,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",216,"Grey Monday","American Double / Imperial Stout","19.50%",4.36,1657,35,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",144,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2584,110,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",247,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1244,20,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",190,"Yellow Rose","American IPA","6.80%",4.38,1568,76,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",87,"Cable Car","American Wild Ale","7.00%",4.46,958,83,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",48,"Duck Duck Gooze","Gueuze","7.00%",4.5,1705,93,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",220,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,967,33,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",200,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.37,108,80,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",11,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.63,1444,98,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",65,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,799,63,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",112,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2773,106,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",38,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9791,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",168,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5931,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",20,"King Sue","American Double / Imperial IPA","8.00%",4.58,1616,62,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",108,"Sosus","American Double / Imperial IPA","8.00%",4.44,1240,36,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",61,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,3980,150,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",5,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1012,55,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",70,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.47,230,135,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",189,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,383,164,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,529,185,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",58,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1055,186,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1003,73,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",6,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,502,175,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",45,"Haze","American Double / Imperial IPA","8.20%",4.51,1706,87,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",50,"In Perpetuity","American IPA","6.70%",4.5,444,177,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",3,"King Julius","American Double / Imperial IPA","8.30%",4.67,705,26,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",9,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,354,164,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",14,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,502,192,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",37,"Doppelganger","American Double / Imperial IPA","8.20%",4.53,814,21,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",34,"Alter Ego","American IPA","6.80%",4.53,1572,82,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",57,"Double Shot","American Stout","7.60%",4.49,779,167,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",30,"Green","American IPA","7.60%",4.55,2018,95,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",16,"Very Green","American Double / Imperial IPA","8.60%",4.6,477,163,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",12,"Julius","American IPA","6.80%",4.62,3181,139,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",22,"JJJuliusss","American IPA","6.80%",4.57,332,145,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",184,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.39,96,77,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",145,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,103,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",44,"Headroom","American Double / Imperial IPA","8.00%",4.51,410,158,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",175,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1244,47,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",121,"Upper Case","American Double / Imperial IPA","9.00%",4.43,761,190,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",202,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.37,723,174,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",56,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1389,43,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",31,"Double Dry Hopped Congress Street","American IPA","7.20%",4.54,884,16,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",71,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,327,138,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",62,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1098,20,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",161,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,643,165,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",101,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1733,56,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",105,"Congress Street IPA","American IPA","7.20%",4.45,1816,78,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",177,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,556,164,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",68,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,982,38,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",124,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.42,764,172,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",219,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.36,396,143,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",194,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,338,149,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",107,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,891,14,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",185,"Scaled Up","American Double / Imperial IPA","8.00%",4.38,597,179,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",67,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,232,130,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",225,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2621,108,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",179,"Nut Smasher","American Double / Imperial Stout","11.00%",4.39,289,152,"4057 Erie Street","","Willoughby","OH","44094"
