"Brewery","Beer","Rank","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"SingleCut Beersmiths","Softly Spoken Magic Spells",165,"American Double / Imperial IPA","8.60%",4.4,528,29,"19-33 37th St","","Queens","NY","11105"
"Societe Brewing Company","The Pupil",218,"American IPA","7.80%",4.36,870,188,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
"Stone Brewing","Stone Enjoy By Unfiltered IPA",222,"American Double / Imperial IPA","9.40%",4.36,1154,80,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged",120,"Russian Imperial Stout","13.50%",4.43,1135,50,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing","Stone Enjoy By IPA",184,"American Double / Imperial IPA","9.40%",4.39,10506,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company","Abrasive Ale",82,"American Double / Imperial IPA","9.00%",4.46,4437,190,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company","Todd The Axe Man",85,"American IPA","7.20%",4.46,2107,116,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company","Darkness",142,"Russian Imperial Stout","10.30%",4.41,3687,182,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist","Focal Banger",24,"American IPA","7.00%",4.56,2615,106,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist","Heady Topper",8,"American Double / Imperial IPA","8.00%",4.66,12890,67,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist","Crusher",93,"American Double / Imperial IPA","9.60%",4.45,1355,42,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery","Chocolate Rain",144,"American Double / Imperial Stout","18.50%",4.41,2584,112,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery","Black Tuesday",86,"American Double / Imperial Stout","19.20%",4.46,3759,161,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery","Grey Monday",216,"American Double / Imperial Stout","19.50%",4.36,1656,36,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery","Mocha Wednesday",247,"American Double / Imperial Stout","19.20%",4.35,1244,20,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery","Yellow Rose",192,"American IPA","6.80%",4.38,1568,77,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey","Cable Car",87,"American Wild Ale","7.00%",4.46,958,84,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey","Duck Duck Gooze",48,"Gueuze","7.00%",4.5,1705,94,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell",220,"American Double / Imperial Stout","13.50%",4.36,967,34,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company","Zombie Dust",38,"American Pale Ale (APA)","6.20%",4.52,9790,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout",65,"Russian Imperial Stout","15.00%",4.48,799,64,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company","Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)",11,"Russian Imperial Stout","15.00%",4.63,1442,100,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company","French Vanilla Militia",201,"Russian Imperial Stout","Imperial",4.37,107,81,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company","Permanent Funeral",112,"American Double / Imperial IPA","10.50%",4.44,2772,108,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company","Dreadnaught IPA",168,"American Double / Imperial IPA","9.50%",4.4,5931,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company","PseudoSue",61,"American Pale Ale (APA)","5.80%",4.49,3980,152,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","Sosus",108,"American Double / Imperial IPA","8.00%",4.44,1239,37,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","King Sue",20,"American Double / Imperial IPA","8.00%",4.58,1616,63,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","Mornin' Delight",5,"American Double / Imperial Stout","12.00%",4.66,1012,57,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","XHOPS (Gold Label)",190,"American Pale Ale (APA)","5.30%",4.38,383,166,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)",74,"American Pale Ale (APA)","5.80%",4.47,227,135,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","Kentucky Brunch Brand Stout",2,"American Double / Imperial Stout","12.00%",4.7,529,187,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company","Assassin Imperial Stout",58,"American Double / Imperial Stout","12.00%",4.49,1055,188,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company","Very Hazy",6,"American Double / Imperial IPA","8.60%",4.66,501,177,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Good Morning",1,"American Double / Imperial Stout","8.40%",4.72,1003,74,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","In Perpetuity",50,"American IPA","6.70%",4.5,444,179,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","King Julius",3,"American Double / Imperial IPA","8.30%",4.67,705,27,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Julius",12,"American IPA","6.80%",4.62,3180,141,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Haze",45,"American Double / Imperial IPA","8.20%",4.51,1706,88,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Juice Machine",14,"American Double / Imperial IPA","8.20%",4.61,502,194,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Doppelganger",33,"American Double / Imperial IPA","8.20%",4.54,809,21,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Very Green",16,"American Double / Imperial IPA","8.60%",4.6,476,165,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","King JJJuliusss",9,"American Double / Imperial IPA","8.40%",4.64,354,166,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Green",30,"American IPA","7.60%",4.55,2016,96,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Alter Ego",35,"American IPA","6.80%",4.53,1571,83,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Double Shot",57,"American Stout","7.60%",4.49,779,169,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","JJJuliusss",22,"American IPA","6.80%",4.57,331,147,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Triple Shot",145,"American Double / Imperial Stout","9.00%",4.41,254,105,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company","Curiosity Twenty Seven",185,"American Double / Imperial IPA","8.00%",4.39,96,78,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company","Vicinity",175,"American Double / Imperial IPA","8.00%",4.39,1244,49,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Double Dry Hopped Melcher Street",202,"American IPA","7.30%",4.37,721,176,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Headroom",44,"American Double / Imperial IPA","8.00%",4.51,409,160,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Scaled Way Up",70,"American Double / Imperial IPA","8.00%",4.47,326,140,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Cutting Tiles",68,"American Double / Imperial IPA","8.50%",4.48,982,39,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale",56,"American Pale Ale (APA)","6.60%",4.49,1389,45,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Heavy Mettle",124,"American Double / Imperial IPA","9.30%",4.42,764,174,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Upper Case",121,"American Double / Imperial IPA","9.00%",4.43,760,192,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Double Dry Hopped Sleeper Street",161,"American IPA","7.20%",4.4,641,167,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Double Dry Hopped Congress Street",31,"American IPA","7.20%",4.54,884,16,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Fort Point Pale Ale",101,"American Pale Ale (APA)","6.60%",4.45,1733,58,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Dusk Trill Dawn",183,"American Double / Imperial Stout","11.50%",4.39,337,151,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Mosaic Dry Hopped Fort Point",107,"American Pale Ale (APA)","6.60%",4.44,889,14,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)",219,"American Double / Imperial IPA","8.50%",4.36,396,145,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Double Dry Hopped Scaled",177,"American IPA","7.00%",4.39,556,166,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale",62,"American Pale Ale (APA)","6.60%",4.48,1097,20,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Congress Street IPA",105,"American IPA","7.20%",4.45,1816,79,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company","Scaled Up",186,"American Double / Imperial IPA","8.00%",4.38,595,181,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company","Grande Negro Voodoo Papi - Bourbon Barrel Aged",67,"American Double / Imperial Stout","12.50%",4.48,232,132,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company","Mexican Cake",225,"American Double / Imperial Stout","10.50%",4.36,2621,110,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing","Nut Smasher",179,"American Double / Imperial Stout","11.00%",4.39,289,154,"4057 Erie Street","","Willoughby","OH","44094"
