"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Societe Brewing Company",220,"The Pupil","American IPA","7.80%",4.36,871,183,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
"Stone Brewing",186,"Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10519,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",234,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1224,79,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",121,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1136,47,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",82,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4448,185,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",142,"Darkness","Russian Imperial Stout","10.30%",4.41,3692,177,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",86,"Todd The Axe Man","American IPA","7.20%",4.46,2117,112,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",80,"Crusher","American Double / Imperial IPA","9.60%",4.46,1381,44,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",22,"Focal Banger","American IPA","7.00%",4.56,2651,103,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",8,"Heady Topper","American Double / Imperial IPA","8.00%",4.65,12913,63,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",144,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2592,108,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",244,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1246,20,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",218,"Grey Monday","American Double / Imperial Stout","19.50%",4.36,1664,36,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",87,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3768,159,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",195,"Yellow Rose","American IPA","6.80%",4.38,1576,71,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",88,"Cable Car","American Wild Ale","7.00%",4.46,961,77,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",221,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,971,34,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",48,"Duck Duck Gooze","Gueuze","7.00%",4.5,1708,90,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",113,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2776,104,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",66,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,802,61,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",170,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5933,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",9,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1445,97,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",38,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9805,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",178,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,111,80,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",20,"King Sue","American Double / Imperial IPA","8.00%",4.58,1624,60,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",193,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,161,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",58,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1056,183,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,531,181,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",6,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1018,55,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",61,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,3990,150,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",103,"Sosus","American Double / Imperial IPA","8.00%",4.45,1246,38,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",65,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.48,256,139,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1005,69,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",161,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,105,75,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",50,"In Perpetuity","American IPA","6.70%",4.5,446,173,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",44,"Haze","American Double / Imperial IPA","8.20%",4.51,1723,83,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",5,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,509,172,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",19,"Very Green","American Double / Imperial IPA","8.60%",4.59,493,162,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",32,"Doppelganger","American Double / Imperial IPA","8.20%",4.54,828,23,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",12,"Julius","American IPA","6.80%",4.62,3204,138,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",35,"Alter Ego","American IPA","6.80%",4.54,1585,78,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",14,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,504,14,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",10,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,356,161,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",3,"King Julius","American Double / Imperial IPA","8.30%",4.67,708,27,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",57,"Double Shot","American Stout","7.60%",4.49,785,164,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",21,"JJJuliusss","American IPA","6.80%",4.57,332,145,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",145,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,102,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",29,"Green","American IPA","7.60%",4.55,2033,93,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",108,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,908,16,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",43,"Headroom","American Double / Imperial IPA","8.00%",4.51,412,157,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",190,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,730,172,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",72,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,137,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",31,"Double Dry Hopped Congress Street","American IPA","7.20%",4.54,887,15,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",70,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,992,39,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",63,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1110,21,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",175,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1259,46,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",119,"Upper Case","American Double / Imperial IPA","9.00%",4.43,772,14,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",187,"Scaled Up","American Double / Imperial IPA","8.00%",4.38,601,175,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",177,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,559,161,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",106,"Congress Street IPA","American IPA","7.20%",4.45,1820,74,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",163,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,656,162,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",182,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.39,412,151,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",123,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,766,169,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",56,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1402,44,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",210,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,345,151,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",101,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1744,56,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",69,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,127,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",225,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2627,106,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",180,"Nut Smasher","American Double / Imperial Stout","11.00%",4.39,290,152,"4057 Erie Street","","Willoughby","OH","44094"
